Full_Sku,Parent_Sku,Child_Sku,Detail_Image_Name,Thumbnail_Image_Name,New_Product,Product_Category,Product_Name,Available_Options,Weight_lb,MSRP,MAP,MAP_%,Wholesale_Price,Box_Width_in,Box_Length_in,Box_Height_in,Number_of_Boxes,Ships_in_Own_Box,Country_Of_Origin,Description_1,Description_2,Description_3,Description_4,Description_5,Description_6,Description_7,Description_8,Description_9,Description_10,Description_11,Description_12,Description_13,Description_14,Description_15,Description_16,
CT426 19.0 ,CT426,19.0,CT426.JPG,CT426.JPG,,CueTec Cues,Cuetec - CT426 ,19.0 oz ,1.4,$170.00,$136.00,20%,$85.00,0,0,0,1,No,Made in China ,Tip: 13mm Lepro , Ferrule: Capped and threaded fiber ferrule,"Shaft: hard rock maple power bonded with fiberglass, 15 1/2 ""pro taper (SST Super Slim Taper shaft)",Joint: Solid black implex plastic collar , Pin: Quick release ,,Ring: Thick silver trim ring , Collar: Stainless steel with black collar and thick silver ring,Forearm: Gray stained with blue prong inlays,"Wrap: Veltec, thin epoxy resin coating",Sleeve: Gray stained with blue prong inlays,Plate: Black composite material , Bumper: Black rubber screw in,,,,
CT426 20.0 ,CT426,20.0,CT426.JPG,CT426.JPG,,CueTec Cues,Cuetec - CT426 ,20.0 oz ,1.4,$170.00,$136.00,20%,$85.00,0,0,0,1,No,Made in China ,Tip: 13mm Lepro , Ferrule: Capped and threaded fiber ferrule,"Shaft: hard rock maple power bonded with fiberglass, 15 1/2 ""pro taper (SST Super Slim Taper shaft)",Joint: Solid black implex plastic collar , Pin: Quick release ,,Ring: Thick silver trim ring , Collar: Stainless steel with black collar and thick silver ring,Forearm: Gray stained with blue prong inlays,"Wrap: Veltec, thin epoxy resin coating",Sleeve: Gray stained with blue prong inlays,Plate: Black composite material , Bumper: Black rubber screw in,,,,
CT426 21.0 ,CT426,21.0,CT426.JPG,CT426.JPG,,CueTec Cues,Cuetec - CT426 ,21.0 oz ,1.4,$170.00,$136.00,20%,$85.00,0,0,0,1,No,Made in China ,Tip: 13mm Lepro , Ferrule: Capped and threaded fiber ferrule,"Shaft: hard rock maple power bonded with fiberglass, 15 1/2 ""pro taper (SST Super Slim Taper shaft)",Joint: Solid black implex plastic collar , Pin: Quick release ,,Ring: Thick silver trim ring , Collar: Stainless steel with black collar and thick silver ring,Forearm: Gray stained with blue prong inlays,"Wrap: Veltec, thin epoxy resin coating",Sleeve: Gray stained with blue prong inlays,Plate: Black composite material , Bumper: Black rubber screw in,,,,
CT450 18.0 ,CT450,18.0,CT450.JPG,CT450.JPG,,CueTec Cues,Cuetec - CT450 ,18.0 oz ,1.4,$170.00,$136.00,20%,$85.00,0,0,0,1,No,Made in China ,Tip: 13mm Lepro , Ferrule: Capped and threaded fiber ferrule,"Shaft: hard rock maple power bonded with fiberglass, 15 1/2 ""pro taper (SST Super Slim Taper shaft)",Joint: Solid black implex plastic collar , Pin: 3/8 x 14 stainless steel,,Ring: Thick silver trim ring , Collar: Stainless steel with black collar and thick silver ring,"Forearm: Natural stained finish, w/ brown, white and black transfer encased in glitter silver rings","Wrap: Veltec, thin epoxy resin coating","Sleeve: Natural stained finish, w/ brown, white and black transfer encased in glitter silver rings",Plate: Stainless steel , Bumper: Black rubber screw in with Accuweight system,,,,
CT450 19.0 ,CT450,19.0,CT450.JPG,CT450.JPG,,CueTec Cues,Cuetec - CT450 ,19.0 oz ,1.4,$170.00,$136.00,20%,$85.00,0,0,0,1,No,Made in China ,Tip: 13mm Lepro , Ferrule: Capped and threaded fiber ferrule,"Shaft: hard rock maple power bonded with fiberglass, 15 1/2 ""pro taper (SST Super Slim Taper shaft)",Joint: Solid black implex plastic collar , Pin: 3/8 x 14 stainless steel,,Ring: Thick silver trim ring , Collar: Stainless steel with black collar and thick silver ring,"Forearm: Natural stained finish, w/ brown, white and black transfer encased in glitter silver rings","Wrap: Veltec, thin epoxy resin coating","Sleeve: Natural stained finish, w/ brown, white and black transfer encased in glitter silver rings",Plate: Stainless steel , Bumper: Black rubber screw in with Accuweight system,,,,
CT450 20.0 ,CT450,20.0,CT450.JPG,CT450.JPG,,CueTec Cues,Cuetec - CT450 ,20.0 oz ,1.4,$170.00,$136.00,20%,$85.00,0,0,0,1,No,Made in China ,Tip: 13mm Lepro , Ferrule: Capped and threaded fiber ferrule,"Shaft: hard rock maple power bonded with fiberglass, 15 1/2 ""pro taper (SST Super Slim Taper shaft)",Joint: Solid black implex plastic collar , Pin: 3/8 x 14 stainless steel,,Ring: Thick silver trim ring , Collar: Stainless steel with black collar and thick silver ring,"Forearm: Natural stained finish, w/ brown, white and black transfer encased in glitter silver rings","Wrap: Veltec, thin epoxy resin coating","Sleeve: Natural stained finish, w/ brown, white and black transfer encased in glitter silver rings",Plate: Stainless steel , Bumper: Black rubber screw in with Accuweight system,,,,
CT450 21.0 ,CT450,21.0,CT450.JPG,CT450.JPG,,CueTec Cues,Cuetec - CT450 ,21.0 oz ,1.4,$170.00,$136.00,20%,$85.00,0,0,0,1,No,Made in China ,Tip: 13mm Lepro , Ferrule: Capped and threaded fiber ferrule,"Shaft: hard rock maple power bonded with fiberglass, 15 1/2 ""pro taper (SST Super Slim Taper shaft)",Joint: Solid black implex plastic collar , Pin: 3/8 x 14 stainless steel,,Ring: Thick silver trim ring , Collar: Stainless steel with black collar and thick silver ring,"Forearm: Natural stained finish, w/ brown, white and black transfer encased in glitter silver rings","Wrap: Veltec, thin epoxy resin coating","Sleeve: Natural stained finish, w/ brown, white and black transfer encased in glitter silver rings",Plate: Stainless steel , Bumper: Black rubber screw in with Accuweight system,,,,
CT454 18.0 ,CT454,18.0,CT454.JPG,CT454.JPG,,CueTec Cues,Cuetec - CT454 ,18.0 oz ,1.4,$180.00,$144.00,20%,$90.00,0,0,0,1,No,Made in China ,Tip: 13mm Lepro , Ferrule: Capped and threaded fiber ferrule,"Shaft: hard rock maple power bonded with fiberglass, 15 1/2 ""pro taper (SST Super Slim Taper shaft)",Joint: Solid black implex plastic collar , Pin: 3/8 x 14 stainless steel,,Ring: Thick silver trim ring , Collar: Stainless steel with black collar and thick silver ring,"Forearm: Natural stained finish, w/ brown, white and black transfer encased in glitter silver rings",Wrap: Black Irish linen with white specks ,"Sleeve: Natural stained finish, w/ brown, white and black transfer encased in glitter silver rings",Plate: Stainless steel , Bumper: Black rubber screw in with Accuweight system,,,,
CT454 19.0 ,CT454,19.0,CT454.JPG,CT454.JPG,,CueTec Cues,Cuetec - CT454 ,19.0 oz ,1.4,$180.00,$144.00,20%,$90.00,0,0,0,1,No,Made in China ,Tip: 13mm Lepro , Ferrule: Capped and threaded fiber ferrule,"Shaft: hard rock maple power bonded with fiberglass, 15 1/2 ""pro taper (SST Super Slim Taper shaft)",Joint: Solid black implex plastic collar , Pin: 3/8 x 14 stainless steel,,Ring: Thick silver trim ring , Collar: Stainless steel with black collar and thick silver ring,"Forearm: Natural stained finish, w/ brown, white and black transfer encased in glitter silver rings",Wrap: Black Irish linen with white specks ,"Sleeve: Natural stained finish, w/ brown, white and black transfer encased in glitter silver rings",Plate: Stainless steel , Bumper: Black rubber screw in with Accuweight system,,,,
CT454 20.0 ,CT454,20.0,CT454.JPG,CT454.JPG,,CueTec Cues,Cuetec - CT454 ,20.0 oz ,1.4,$180.00,$144.00,20%,$90.00,0,0,0,1,No,Made in China ,Tip: 13mm Lepro , Ferrule: Capped and threaded fiber ferrule,"Shaft: hard rock maple power bonded with fiberglass, 15 1/2 ""pro taper (SST Super Slim Taper shaft)",Joint: Solid black implex plastic collar , Pin: 3/8 x 14 stainless steel,,Ring: Thick silver trim ring , Collar: Stainless steel with black collar and thick silver ring,"Forearm: Natural stained finish, w/ brown, white and black transfer encased in glitter silver rings",Wrap: Black Irish linen with white specks ,"Sleeve: Natural stained finish, w/ brown, white and black transfer encased in glitter silver rings",Plate: Stainless steel , Bumper: Black rubber screw in with Accuweight system,,,,
CT454 21.0 ,CT454,21.0,CT454.JPG,CT454.JPG,,CueTec Cues,Cuetec - CT454 ,21.0 oz ,1.4,$180.00,$144.00,20%,$90.00,0,0,0,1,No,Made in China ,Tip: 13mm Lepro , Ferrule: Capped and threaded fiber ferrule,"Shaft: hard rock maple power bonded with fiberglass, 15 1/2 ""pro taper (SST Super Slim Taper shaft)",Joint: Solid black implex plastic collar , Pin: 3/8 x 14 stainless steel,,Ring: Thick silver trim ring , Collar: Stainless steel with black collar and thick silver ring,"Forearm: Natural stained finish, w/ brown, white and black transfer encased in glitter silver rings",Wrap: Black Irish linen with white specks ,"Sleeve: Natural stained finish, w/ brown, white and black transfer encased in glitter silver rings",Plate: Stainless steel , Bumper: Black rubber screw in with Accuweight system,,,,
CT535 18.0 ,CT535,18.0,CT535.JPG,CT535.JPG,,CueTec Cues,Cuetec - CT535 ,18.0 oz ,1.4,$80.00,$64.00,20%,$40.00,0,0,0,1,No,Made in China ,Tip: 13mm Lepro , Ferrule: Capped and threaded fiber ferrule,"Shaft: hard rock maple power bonded with fiberglass, 15 1/2 ""pro taper (SST Super Slim Taper shaft)",Joint: Plastic , Pin: Quick release,,Ring: None , Collar: None,Forearm: Mahogany stained,Wrap: None,Sleeve/Butt Construction: -Wood core -Fiberglass shield -Transfer design -Clear coating,Plate: None , Bumper: Black rubber ,,,,
CT535 19.0 ,CT535,19.0,CT535.JPG,CT535.JPG,,CueTec Cues,Cuetec - CT535 ,19.0 oz ,1.4,$80.00,$64.00,20%,$40.00,0,0,0,1,No,Made in China ,Tip: 13mm Lepro , Ferrule: Capped and threaded fiber ferrule,"Shaft: hard rock maple power bonded with fiberglass, 15 1/2 ""pro taper (SST Super Slim Taper shaft)",Joint: Plastic , Pin: Quick release,,Ring: None , Collar: None,Forearm: Mahogany stained,Wrap: None,Sleeve/Butt Construction: -Wood core -Fiberglass shield -Transfer design -Clear coating,Plate: None , Bumper: Black rubber ,,,,
CT535 20.0 ,CT535,20.0,CT535.JPG,CT535.JPG,,CueTec Cues,Cuetec - CT535 ,20.0 oz ,1.4,$80.00,$64.00,20%,$40.00,0,0,0,1,No,Made in China ,Tip: 13mm Lepro , Ferrule: Capped and threaded fiber ferrule,"Shaft: hard rock maple power bonded with fiberglass, 15 1/2 ""pro taper (SST Super Slim Taper shaft)",Joint: Plastic , Pin: Quick release,,Ring: None , Collar: None,Forearm: Mahogany stained,Wrap: None,Sleeve/Butt Construction: -Wood core -Fiberglass shield -Transfer design -Clear coating,Plate: None , Bumper: Black rubber ,,,,
CT535 21.0 ,CT535,21.0,CT535.JPG,CT535.JPG,,CueTec Cues,Cuetec - CT535 ,21.0 oz ,1.4,$80.00,$64.00,20%,$40.00,0,0,0,1,No,Made in China ,Tip: 13mm Lepro , Ferrule: Capped and threaded fiber ferrule,"Shaft: hard rock maple power bonded with fiberglass, 15 1/2 ""pro taper (SST Super Slim Taper shaft)",Joint: Plastic , Pin: Quick release,,Ring: None , Collar: None,Forearm: Mahogany stained,Wrap: None,Sleeve/Butt Construction: -Wood core -Fiberglass shield -Transfer design -Clear coating,Plate: None , Bumper: Black rubber ,,,,
CT671 18.0 ,CT671,18.0,CT671.JPG,CT671.JPG,,CueTec Cues,Cuetec - CT61 ,18.0 oz ,1.4,$300.00,$240.00,20%,$150.00,0,0,0,1,No,Made in China ,Tip: 13mm Explorer tip (11 layers) , Ferrule: Air cushion Ferrule (ACF),Shaft: NEW R60 shaft (Graphite core surrounded by Canadian maple.)15.5 pro taper,Joint: Stainless Steel , Pin: 3/8x14 stainless steel,,Ring: Nickel silver ," Collar: Black plastic with thin silver trim ring, plastic insert protects cue from outside conditions",Forearm: Birdseye maple with unique designed veneer inlays of exotic woods and abalone shells,Wrap: Black Irish Linen,Sleeve: Birdseye maple with unique designed veneer inlays of exotic woods and abalone shells,Plate: Stainless steel , Bumper: Black rubber screw in with Accuweight system,,,,
CT671 19.0 ,CT671,19.0,CT671.JPG,CT671.JPG,,CueTec Cues,Cuetec - CT61 ,19.0 oz ,1.4,$300.00,$240.00,20%,$150.00,0,0,0,1,No,Made in China ,Tip: 13mm Explorer tip (11 layers) , Ferrule: Air cushion Ferrule (ACF),Shaft: NEW R60 shaft (Graphite core surrounded by Canadian maple.)15.5 pro taper,Joint: Stainless Steel , Pin: 3/8x14 stainless steel,,Ring: Nickel silver ," Collar: Black plastic with thin silver trim ring, plastic insert protects cue from outside conditions",Forearm: Birdseye maple with unique designed veneer inlays of exotic woods and abalone shells,Wrap: Black Irish Linen,Sleeve: Birdseye maple with unique designed veneer inlays of exotic woods and abalone shells,Plate: Stainless steel , Bumper: Black rubber screw in with Accuweight system,,,,
CT671 20.0 ,CT671,20.0,CT671.JPG,CT671.JPG,,CueTec Cues,Cuetec - CT61 ,20.0 oz ,1.4,$300.00,$240.00,20%,$150.00,0,0,0,1,No,Made in China ,Tip: 13mm Explorer tip (11 layers) , Ferrule: Air cushion Ferrule (ACF),Shaft: NEW R60 shaft (Graphite core surrounded by Canadian maple.)15.5 pro taper,Joint: Stainless Steel , Pin: 3/8x14 stainless steel,,Ring: Nickel silver ," Collar: Black plastic with thin silver trim ring, plastic insert protects cue from outside conditions",Forearm: Birdseye maple with unique designed veneer inlays of exotic woods and abalone shells,Wrap: Black Irish Linen,Sleeve: Birdseye maple with unique designed veneer inlays of exotic woods and abalone shells,Plate: Stainless steel , Bumper: Black rubber screw in with Accuweight system,,,,
CT671 21.0 ,CT671,21.0,CT671.JPG,CT671.JPG,,CueTec Cues,Cuetec - CT61 ,21.0 oz ,1.4,$300.00,$240.00,20%,$150.00,0,0,0,1,No,Made in China ,Tip: 13mm Explorer tip (11 layers) , Ferrule: Air cushion Ferrule (ACF),Shaft: NEW R60 shaft (Graphite core surrounded by Canadian maple.)15.5 pro taper,Joint: Stainless Steel , Pin: 3/8x14 stainless steel,,Ring: Nickel silver ," Collar: Black plastic with thin silver trim ring, plastic insert protects cue from outside conditions",Forearm: Birdseye maple with unique designed veneer inlays of exotic woods and abalone shells,Wrap: Black Irish Linen,Sleeve: Birdseye maple with unique designed veneer inlays of exotic woods and abalone shells,Plate: Stainless steel , Bumper: Black rubber screw in with Accuweight system,,,,
CT679 18.0 ,CT679,18.0,CT679.jpg,CT679.jpg,YES,CueTec Cues,Cuetec - CT679 ,18 oz ,1.5,$350.00,$280.00,20%,$175.00,0,0,0,1,NO,Made in China ,Tip: 13mm Red line tip made by Tiger Products,Ferrule: ACF (Air Cushion Ferrule),"Shaft: 29"" R360 tubular composite core surrounded by four computer cut ""A Plus"" grade Canadian maple sections, 15 1/2"" Pro Taper ",Joint: Flat faced,Pin: Stainless Steel 3/8x14,Rings: Black collar with thick silver ring,Collar: Stainless steel,Forearm: Half Maple & half black with Rosewood floating design encasing Abolone inlays,Wrap: Black with white Irish linen,Sleeve: Half Maple & half black with Rosewood floating design encasing Abolone inlays,Plate: Stainless steel,Bumper: Black Rubber,Weight Adjustable Yes- Cuetec weight bolt,"Additional Info R360 shaft, Acueweight system, includes joint protectors",,,
CT679 19.0 ,CT679,19.0,CT679.jpg,CT679.jpg,YES,CueTec Cues,Cuetec - CT679 ,19 oz ,1.5,$350.00,$280.00,20%,$175.00,0,0,0,1,NO,Made in China ,Tip: 13mm Red line tip made by Tiger Products,Ferrule: ACF (Air Cushion Ferrule),"Shaft: 29"" R360 tubular composite core surrounded by four computer cut ""A Plus"" grade Canadian maple sections, 15 1/2"" Pro Taper ",Joint: Flat faced,Pin: Stainless Steel 3/8x14,Rings: Black collar with thick silver ring,Collar: Stainless steel,Forearm: Half Maple & half black with Rosewood floating design encasing Abolone inlays,Wrap: Black with white Irish linen,Sleeve: Half Maple & half black with Rosewood floating design encasing Abolone inlays,Plate: Stainless steel,Bumper: Black Rubber,Weight Adjustable Yes- Cuetec weight bolt,"Additional Info R360 shaft, Acueweight system, includes joint protectors",,,
CT679 20.0 ,CT679,20.0,CT679.jpg,CT679.jpg,YES,CueTec Cues,Cuetec - CT679 ,20 oz ,1.5,$350.00,$280.00,20%,$175.00,0,0,0,1,NO,Made in China ,Tip: 13mm Red line tip made by Tiger Products,Ferrule: ACF (Air Cushion Ferrule),"Shaft: 29"" R360 tubular composite core surrounded by four computer cut ""A Plus"" grade Canadian maple sections, 15 1/2"" Pro Taper ",Joint: Flat faced,Pin: Stainless Steel 3/8x14,Rings: Black collar with thick silver ring,Collar: Stainless steel,Forearm: Half Maple & half black with Rosewood floating design encasing Abolone inlays,Wrap: Black with white Irish linen,Sleeve: Half Maple & half black with Rosewood floating design encasing Abolone inlays,Plate: Stainless steel,Bumper: Black Rubber,Weight Adjustable Yes- Cuetec weight bolt,"Additional Info R360 shaft, Acueweight system, includes joint protectors",,,
CT679 21.0 ,CT679,21.0,CT679.jpg,CT679.jpg,YES,CueTec Cues,Cuetec - CT679 ,21 oz ,1.5,$350.00,$280.00,20%,$175.00,0,0,0,1,NO,Made in China ,Tip: 13mm Red line tip made by Tiger Products,Ferrule: ACF (Air Cushion Ferrule),"Shaft: 29"" R360 tubular composite core surrounded by four computer cut ""A Plus"" grade Canadian maple sections, 15 1/2"" Pro Taper ",Joint: Flat faced,Pin: Stainless Steel 3/8x14,Rings: Black collar with thick silver ring,Collar: Stainless steel,Forearm: Half Maple & half black with Rosewood floating design encasing Abolone inlays,Wrap: Black with white Irish linen,Sleeve: Half Maple & half black with Rosewood floating design encasing Abolone inlays,Plate: Stainless steel,Bumper: Black Rubber,Weight Adjustable Yes- Cuetec weight bolt,"Additional Info R360 shaft, Acueweight system, includes joint protectors",,,
CT690 18.0 ,CT690,18.0,CT690.JPG,CT690.JPG,,CueTec Cues,Cuetec Edge - CT690 ,18.0 oz ,1.5,$220.00,$176.00,20%,$110.00,0,0,0,1,No,Made in China ,Tip: 13mm Tiger Everest 10 layered laminated pig skin,Ferrule: Polycarbonate ferrule,"Shaft: 29"" R360, hard rock maple powder bonded with fiberglass 15-1/2"" pro taper",Joint: Stainless steel ,Pin: Stainless steel 3/8x14,Rings: Thick silver ring on shaft and in-between forearm and wrap,Collar: Stainless steel,Forearm: Dark stained maple with gold CueTec logo,Wrap: Black Irish linen with white specs,Sleeve: Dark stained maple with gold CueTec logo,Plate: Stainless steel,Bumper: Black rubber,Additional Info:,Some higher end models comes with joint protectors,Removable weight bolts,,
CT690 19.0 ,CT690,19.0,CT690.JPG,CT690.JPG,,CueTec Cues,Cuetec Edge - CT690 ,19.0 oz ,1.5,$220.00,$176.00,20%,$110.00,0,0,0,1,No,Made in China ,Tip: 13mm Tiger Everest 10 layered laminated pig skin,Ferrule: Polycarbonate ferrule,"Shaft: 29"" R360, hard rock maple powder bonded with fiberglass 15-1/2"" pro taper",Joint: Stainless steel ,Pin: Stainless steel 3/8x14,Rings: Thick silver ring on shaft and in-between forearm and wrap,Collar: Stainless steel,Forearm: Dark stained maple with gold CueTec logo,Wrap: Black Irish linen with white specs,Sleeve: Dark stained maple with gold CueTec logo,Plate: Stainless steel,Bumper: Black rubber,Additional Info:,Some higher end models comes with joint protectors,Removable weight bolts,,
CT690 20.0 ,CT690,20.0,CT690.JPG,CT690.JPG,,CueTec Cues,Cuetec Edge - CT690 ,20.0 oz ,1.5,$220.00,$176.00,20%,$110.00,0,0,0,1,No,Made in China ,Tip: 13mm Tiger Everest 10 layered laminated pig skin,Ferrule: Polycarbonate ferrule,"Shaft: 29"" R360, hard rock maple powder bonded with fiberglass 15-1/2"" pro taper",Joint: Stainless steel ,Pin: Stainless steel 3/8x14,Rings: Thick silver ring on shaft and in-between forearm and wrap,Collar: Stainless steel,Forearm: Dark stained maple with gold CueTec logo,Wrap: Black Irish linen with white specs,Sleeve: Dark stained maple with gold CueTec logo,Plate: Stainless steel,Bumper: Black rubber,Additional Info:,Some higher end models comes with joint protectors,Removable weight bolts,,
CT690 21.0 ,CT690,21.0,CT690.JPG,CT690.JPG,,CueTec Cues,Cuetec Edge - CT690 ,21.0 oz ,1.5,$220.00,$176.00,20%,$110.00,0,0,0,1,No,Made in China ,Tip: 13mm Tiger Everest 10 layered laminated pig skin,Ferrule: Polycarbonate ferrule,"Shaft: 29"" R360, hard rock maple powder bonded with fiberglass 15-1/2"" pro taper",Joint: Stainless steel ,Pin: Stainless steel 3/8x14,Rings: Thick silver ring on shaft and in-between forearm and wrap,Collar: Stainless steel,Forearm: Dark stained maple with gold CueTec logo,Wrap: Black Irish linen with white specs,Sleeve: Dark stained maple with gold CueTec logo,Plate: Stainless steel,Bumper: Black rubber,Additional Info:,Some higher end models comes with joint protectors,Removable weight bolts,,
CT711 18.0 ,CT711,18.0,CT711.jpg,CT711.jpg,YES,CueTec Cues,Cuetec - CT711 ,18,1.4,$170.00,$136.00,20%,$85.00,0,0,0,1,NO,Made in China ,"Tip: 13mm, Tiger Everest tip",Ferrule: Polycarbonate ,"Shaft: 29"" S.S.T. Super Slim Taper, Tru-Glide finish 15 1/2"" Uniform taper",Joint: Flat faced,Pin: Stainless Steel 3/8x14,Rings: Black collar with thin silver ring,Collar: Stainless Steel,Forearm: Gen-Tek gray swirl design,Wrap: PU rubber grip,Sleeve: Gen-Tek gray swirl design,Plate: Stainless steel,Bumper: Black rubber,Weight Adjustable Yes- CueTec weight bolt,"Additional Info S.S.T. shaft, Acueweight system, female joint protector",,,
CT711 19.0 ,CT711,19.0,CT711.jpg,CT711.jpg,YES,CueTec Cues,Cuetec - CT711 ,19,1.4,$170.00,$136.00,20%,$85.00,0,0,0,1,NO,Made in China ,"Tip: 13mm, Tiger Everest tip",Ferrule: Polycarbonate ,"Shaft: 29"" S.S.T. Super Slim Taper, Tru-Glide finish 15 1/2"" Uniform taper",Joint: Flat faced,Pin: Stainless Steel 3/8x14,Rings: Black collar with thin silver ring,Collar: Stainless Steel,Forearm: Gen-Tek gray swirl design,Wrap: PU rubber grip,Sleeve: Gen-Tek gray swirl design,Plate: Stainless steel,Bumper: Black rubber,Weight Adjustable Yes- CueTec weight bolt,"Additional Info S.S.T. shaft, Acueweight system, female joint protector",,,
CT711 20.0 ,CT711,20.0,CT711.jpg,CT711.jpg,YES,CueTec Cues,Cuetec - CT711 ,20,1.4,$170.00,$136.00,20%,$85.00,0,0,0,1,NO,Made in China ,"Tip: 13mm, Tiger Everest tip",Ferrule: Polycarbonate ,"Shaft: 29"" S.S.T. Super Slim Taper, Tru-Glide finish 15 1/2"" Uniform taper",Joint: Flat faced,Pin: Stainless Steel 3/8x14,Rings: Black collar with thin silver ring,Collar: Stainless Steel,Forearm: Gen-Tek gray swirl design,Wrap: PU rubber grip,Sleeve: Gen-Tek gray swirl design,Plate: Stainless steel,Bumper: Black rubber,Weight Adjustable Yes- CueTec weight bolt,"Additional Info S.S.T. shaft, Acueweight system, female joint protector",,,
CT711 21.0 ,CT711,21.0,CT711.jpg,CT711.jpg,YES,CueTec Cues,Cuetec - CT711 ,21,1.4,$170.00,$136.00,20%,$85.00,0,0,0,1,NO,Made in China ,"Tip: 13mm, Tiger Everest tip",Ferrule: Polycarbonate ,"Shaft: 29"" S.S.T. Super Slim Taper, Tru-Glide finish 15 1/2"" Uniform taper",Joint: Flat faced,Pin: Stainless Steel 3/8x14,Rings: Black collar with thin silver ring,Collar: Stainless Steel,Forearm: Gen-Tek gray swirl design,Wrap: PU rubber grip,Sleeve: Gen-Tek gray swirl design,Plate: Stainless steel,Bumper: Black rubber,Weight Adjustable Yes- CueTec weight bolt,"Additional Info S.S.T. shaft, Acueweight system, female joint protector",,,
CT714 18.0 ,CT714,18.0,CT714.jpg,CT714.jpg,YES,CueTec Cues,Cuetec - CT714 ,18,1.4,$170.00,$136.00,20%,$85.00,0,0,0,1,NO,Made in China ,"Tip: 13mm, Tiger Everest tip",Ferrule: Polycarbonate ,"Shaft: 29"" S.S.T. Super Slim Taper, Tru-Glide finish 15 1/2"" Uniform taper",Joint: Flat faced,Pin: Stainless Steel 3/8x14,Rings: Black collar with thin silver ring,Collar: Stainless Steel,Forearm: Gen-Tek Black design,Wrap: PU rubber grip,Sleeve: Gen-Tek Black design,Plate: Stainless steel,Bumper: Black rubber,Weight Adjustable Yes- CueTec weight bolt,"Additional Info S.S.T. shaft, Acueweight system, female joint protector",,,
CT714 19.0 ,CT714,19.0,CT714.jpg,CT714.jpg,YES,CueTec Cues,Cuetec - CT714 ,19,1.4,$170.00,$136.00,20%,$85.00,0,0,0,1,NO,Made in China ,"Tip: 13mm, Tiger Everest tip",Ferrule: Polycarbonate ,"Shaft: 29"" S.S.T. Super Slim Taper, Tru-Glide finish 15 1/2"" Uniform taper",Joint: Flat faced,Pin: Stainless Steel 3/8x14,Rings: Black collar with thin silver ring,Collar: Stainless Steel,Forearm: Gen-Tek Black design,Wrap: PU rubber grip,Sleeve: Gen-Tek Black design,Plate: Stainless steel,Bumper: Black rubber,Weight Adjustable Yes- CueTec weight bolt,"Additional Info S.S.T. shaft, Acueweight system, female joint protector",,,
CT714 20.0 ,CT714,20.0,CT714.jpg,CT714.jpg,YES,CueTec Cues,Cuetec - CT714 ,20,1.4,$170.00,$136.00,20%,$85.00,0,0,0,1,NO,Made in China ,"Tip: 13mm, Tiger Everest tip",Ferrule: Polycarbonate ,"Shaft: 29"" S.S.T. Super Slim Taper, Tru-Glide finish 15 1/2"" Uniform taper",Joint: Flat faced,Pin: Stainless Steel 3/8x14,Rings: Black collar with thin silver ring,Collar: Stainless Steel,Forearm: Gen-Tek Black design,Wrap: PU rubber grip,Sleeve: Gen-Tek Black design,Plate: Stainless steel,Bumper: Black rubber,Weight Adjustable Yes- CueTec weight bolt,"Additional Info S.S.T. shaft, Acueweight system, female joint protector",,,
CT714 21.0 ,CT714,21.0,CT714.jpg,CT714.jpg,YES,CueTec Cues,Cuetec - CT714 ,21,1.4,$170.00,$136.00,20%,$85.00,0,0,0,1,NO,Made in China ,"Tip: 13mm, Tiger Everest tip",Ferrule: Polycarbonate ,"Shaft: 29"" S.S.T. Super Slim Taper, Tru-Glide finish 15 1/2"" Uniform taper",Joint: Flat faced,Pin: Stainless Steel 3/8x14,Rings: Black collar with thin silver ring,Collar: Stainless Steel,Forearm: Gen-Tek Black design,Wrap: PU rubber grip,Sleeve: Gen-Tek Black design,Plate: Stainless steel,Bumper: Black rubber,Weight Adjustable Yes- CueTec weight bolt,"Additional Info S.S.T. shaft, Acueweight system, female joint protector",,,
CT731 18.0 ,CT731,18.0,CT731.JPG,CT731.JPG,YES,CueTec Cues,Cuetec - CT731 ,18.0 oz ,1.5,$230.00,$184.00,20%,$115.00,0,0,0,1,No,Made in China,"Tip: 13mm, Tiger Everest tip",Ferrule: ACF (air cushion ferrule),"Shaft: 29"" R360 tubular composite core surrounded by four computer cut ""A Plus"" grade Canadian maple sections, 15 1/2"" Pro Taper ",Joint: Flat faced,Pin: Stainless Steel 3/8x14,Rings: Black collar with thick silver ring,Collar: Stainless Steel,Forearm: Black forearm with teal stained and metal points ,Wrap: Birdseye Maple,Sleeve: Black with teal stained and metal points ,Plate: Stainless steel ,Bumper: Black rubber,Weight Adjustable: Yes- CueTec weight bolt,Additional Info,"R360 shaft, Acueweight system, includes joint protectors",,
CT731 19.0 ,CT731,19.0,CT731.JPG,CT731.JPG,YES,CueTec Cues,Cuetec - CT731 ,19.0 oz ,1.5,$230.00,$184.00,20%,$115.00,0,0,0,1,No,Made in China,"Tip: 13mm, Tiger Everest tip",Ferrule: ACF (air cushion ferrule),"Shaft: 29"" R360 tubular composite core surrounded by four computer cut ""A Plus"" grade Canadian maple sections, 15 1/2"" Pro Taper ",Joint: Flat faced,Pin: Stainless Steel 3/8x14,Rings: Black collar with thick silver ring,Collar: Stainless Steel,Forearm: Black forearm with teal stained and metal points ,Wrap: Birdseye Maple,Sleeve: Black with teal stained and metal points ,Plate: Stainless steel ,Bumper: Black rubber,Weight Adjustable: Yes- CueTec weight bolt,Additional Info,"R360 shaft, Acueweight system, includes joint protectors",,
